,index,date,qty,action_type,order_balance,order_id,product_id,product_name,manufacturer,product_group_code,product_group_name,model_name,stock_balance
1204,2671,2021-06-02,-1,stockout,,bec9c37e05e49f2c0ee05cabd958e682,57.0,Сеялки точного высева John Deere 1775NT,John Deere,TL,Прицепное оборудование,TL-1775NT,0.0
1205,2548,2021-06-02,-1,stockout,,91eba768bb970f9116af8f6e462be2e1,223.0,Зерноуборочный комбайн John Deere S790 [551hp] (Combine rotary; Class IX),John Deere,HARV,Зерноуборочные комбайны,HARV-S790 [551hp],0.0
1206,518,2021-06-02,0,empty,0.0,,,,,,,,
1207,2745,2021-06-02,2,stockin,,38feaceb696b43ed48e2057b7089c573,147.0,Разбрасыватель KUHN 8141,KUHN,TL,Прицепное оборудование,TL-8141,2.0
1208,519,2021-06-03,0,empty,0.0,,,,,,,,
1209,2675,2021-06-03,-1,stockout,,9f1fd97705e8d19bf995d10e54449b53,117.0,Опрыскиватель KUHN 	STRONGER 3030,KUHN,SPR,Опрыскиватели,SPR-	STRONGER 3030,0.0
1210,2748,2021-06-04,2,stockin,,8d92f872a574061cce78d7367bac2cb7,178.0,Трактор John Deere 6155M [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6155M [155hp],2.0
1211,2667,2021-06-04,-1,stockout,,1c19fbb62cf93c1915a49d24eff957b8,130.0,Косилка-плющилка KUHN 	FC 3161 TL,KUHN,TL,Прицепное оборудование,TL-	FC 3161 TL,0.0
1212,520,2021-06-04,0,empty,0.0,,,,,,,,
1213,2751,2021-06-05,4,stockin,,72407d828bb8aad0aae2930a9c5b11b6,202.0,Трактор John Deere 8370RT [370hp] (Tractor Track; CCH),John Deere,TR,Тракторы,TR-8370RT [370hp],4.0
1214,2669,2021-06-05,-2,stockout,,5f683ac6904216de217ffb6ca6202101,230.0,Зерноуборочный комбайн John Deere W540 [255hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-W540 [255hp],0.0
1215,2673,2021-06-05,-1,stockout,,238bb5700d24b1bbadd09b4a9d503337,45.0,Пневматическая сеялка John Deere 1830,John Deere,TL,Прицепное оборудование,TL-1830,0.0
1216,2753,2021-06-05,1,stockin,,b01d64f405e3da12a5a23504e0fed15a,193.0,Трактор John Deere 8335R [335hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8335R [335hp],1.0
1217,521,2021-06-05,0,empty,0.0,,,,,,,,
1218,522,2021-06-06,0,empty,0.0,,,,,,,,
1219,523,2021-06-07,0,empty,0.0,,,,,,,,
1220,2558,2021-06-07,-1,stockout,,5ca8c3bca9da2278b6c6dfec1a2b3b3f,26.0,Пресс-подборщик John Deere S180,John Deere,TL,Прицепное оборудование,TL-S180,2.0
1221,2677,2021-06-07,-1,stockout,,ed71d412d469109bfcb2d80a55ce7d01,52.0,Сеялки точного высева John Deere 1705,John Deere,TL,Прицепное оборудование,TL-1705,0.0
1222,2755,2021-06-07,1,stockin,,5927781c4900a807eb2d1e2a2f46f202,208.0,Трактор John Deere 9520RX [520hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9520RX [520hp],1.0
1223,524,2021-06-08,0,empty,0.0,,,,,,,,
1224,2757,2021-06-08,3,stockin,,2305566fbed23ae40dace9efcbcd62e5,182.0,Трактор John Deere 6930 [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6930 [155hp],3.0
1225,2574,2021-06-08,-1,stockout,,5f683ac6904216de217ffb6ca6202101,230.0,Зерноуборочный комбайн John Deere W540 [255hp] (Combine walker; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-W540 [255hp],0.0
1226,525,2021-06-09,0,empty,0.0,,,,,,,,
1227,2760,2021-06-09,1,stockin,,b7999c37518f39d8b3422933c3f06af8,57.0,Сеялки точного высева John Deere 1775NT,John Deere,TL,Прицепное оборудование,TL-1775NT,1.0
1228,2453,2021-06-10,-1,stockout,,d6f7331928c20d65882e9e4f6024bb3e,144.0,Разбрасыватель KUHN 8118,KUHN,TL,Прицепное оборудование,TL-8118,0.0
1229,526,2021-06-10,0,empty,0.0,,,,,,,,
1230,2442,2021-06-10,-1,stockout,,3878f50c7e20babb95cd8008af0a56f5,11.0,Прицепные опрыскиватели John Deere M740,John Deere,SPR,Опрыскиватели,SPR-M740,0.0
1231,2762,2021-06-11,2,stockin,,471046a187bcf885c8b69aeacd49e54a,35.0,Косилки-плющилки John Deere R990R,John Deere,TL,Прицепное оборудование,TL-R990R,2.0
1232,527,2021-06-11,0,empty,0.0,,,,,,,,
1233,2579,2021-06-12,-1,stockout,,9ce95a5201633bf9c5944a35a0a85155,193.0,Трактор John Deere 8335R [335hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8335R [335hp],0.0
1234,528,2021-06-12,0,empty,0.0,,,,,,,,
1235,2681,2021-06-12,-2,stockout,,7a79c5585d8209085504901f6009eba4,194.0,Трактор John Deere 8345R [345hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8345R [345hp],1.0
1236,2765,2021-06-13,1,stockin,,2868bf4351882cf5ad196209596b2985,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см),1.0
1237,529,2021-06-13,0,empty,0.0,,,,,,,,
1238,2679,2021-06-13,-1,stockout,,aca2c78f9e29e4646ff45bfc79fa620f,1.0,Самоходный опрыскиватель John Deere R4038,John Deere,SPR,Опрыскиватели,SPR-R4038,0.0
1239,2767,2021-06-14,3,stockin,,d4ba7223319f47133f3c1a587453a741,140.0,Пресс-подборщик KUHN VB 2290,KUHN,TL,Прицепное оборудование,TL-VB 2290,3.0
1240,530,2021-06-14,0,empty,0.0,,,,,,,,
1241,531,2021-06-15,0,empty,0.0,,,,,,,,
1242,2773,2021-06-15,1,stockin,,b01d64f405e3da12a5a23504e0fed15a,193.0,Трактор John Deere 8335R [335hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8335R [335hp],1.0
1243,2770,2021-06-15,2,stockin,,4adeac1fb0836471fa549ce2ab5a0a0c,185.0,Трактор John Deere 7930 [220hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7930 [220hp],2.0
1244,532,2021-06-16,0,empty,0.0,,,,,,,,
1245,533,2021-06-17,0,empty,0.0,,,,,,,,
1246,2684,2021-06-17,-1,stockout,,587a8c918acabb0c052d9cc4e06bda4b,128.0,Косилка-плющилка KUHN FC 8830 D,KUHN,TL,Прицепное оборудование,TL-FC 8830 D,0.0
1247,534,2021-06-18,0,empty,0.0,,,,,,,,
1248,2775,2021-06-18,2,stockin,,9a3e3fda0750a17718c723cdcf75dfba,124.0,Косилка-плющилка KUHN FC 3161 TC,KUHN,TL,Прицепное оборудование,TL-FC 3161 TC,2.0
1249,2691,2021-06-18,-1,stockout,,238bb5700d24b1bbadd09b4a9d503337,45.0,Пневматическая сеялка John Deere 1830,John Deere,TL,Прицепное оборудование,TL-1830,0.0
1250,2693,2021-06-19,-1,stockout,,7f9484749441107db5c17877232c669e,227.0,Зерноуборочный комбайн John Deere T660 [339hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T660 [339hp],0.0
1251,535,2021-06-19,0,empty,0.0,,,,,,,,
1252,2597,2021-06-20,-1,stockout,,bec9c37e05e49f2c0ee05cabd958e682,57.0,Сеялки точного высева John Deere 1775NT,John Deere,TL,Прицепное оборудование,TL-1775NT,0.0
1253,536,2021-06-20,0,empty,0.0,,,,,,,,
1254,2686,2021-06-21,-1,stockout,,5796f8d31a75b3ea5d9a6b8853a49276,111.0,Культиватор KUHN 	PERFORMER 4000,KUHN,TL,Прицепное оборудование,TL-	PERFORMER 4000,0.0
1255,2688,2021-06-21,-2,stockout,,e42709f78afa8b0db6ec2f81859b8208,222.0,Зерноуборочный комбайн John Deere S780 [480hp] (Combine rotary; Class VIII),John Deere,HARV,Зерноуборочные комбайны,HARV-S780 [480hp],1.0
1256,537,2021-06-21,0,empty,0.0,,,,,,,,
1257,538,2021-06-22,0,empty,0.0,,,,,,,,
1258,2777,2021-06-22,1,stockin,,c4dafd7af7f0ff7e96599d3d54917efc,220.0,Зерноуборочный комбайн John Deere S760 [325hp] (Combine rotary; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-S760 [325hp],1.0
1259,2594,2021-06-23,-1,stockout,,2f62cfbd3b803dbb8509f107eeff8ee7,20.0,Пресс-подборщик John Deere F441M,John Deere,TL,Прицепное оборудование,TL-F441M,0.0
1260,539,2021-06-23,0,empty,0.0,,,,,,,,
1261,540,2021-06-24,0,empty,0.0,,,,,,,,
1262,2779,2021-06-24,1,stockin,,19c984d08856a7ae7fb6f5f851c7762f,203.0,Трактор John Deere 9430T [439hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9430T [439hp],1.0
1263,541,2021-06-25,0,empty,0.0,,,,,,,,
1264,2695,2021-06-26,-1,stockout,,b7999c37518f39d8b3422933c3f06af8,57.0,Сеялки точного высева John Deere 1775NT,John Deere,TL,Прицепное оборудование,TL-1775NT,0.0
1265,542,2021-06-26,0,empty,0.0,,,,,,,,
1266,543,2021-06-27,0,empty,0.0,,,,,,,,
1267,544,2021-06-28,0,empty,0.0,,,,,,,,
1268,2781,2021-06-29,1,stockin,,b01d64f405e3da12a5a23504e0fed15a,193.0,Трактор John Deere 8335R [335hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8335R [335hp],1.0
1269,545,2021-06-29,0,empty,0.0,,,,,,,,
1270,2697,2021-06-29,-1,stockout,,a88df457d2e305c2420b65d698167444,40.0,Фронтальные навесные погрузчики John Deere 643R,John Deere,TL,Прицепное оборудование,TL-643R,0.0
1271,2783,2021-06-29,1,stockin,,d07b1eb857cb3a830b3fa47a666ec4f0,103.0,Борона KUHN TDH 8210-34,KUHN,TL,Прицепное оборудование,TL-TDH 8210-34,1.0
1272,2785,2021-06-30,3,stockin,,8547419394573371d7e4c3e73fbbb284,65.0,Почвообрабатывающая техника John Deere 2100,John Deere,TL,Прицепное оборудование,TL-2100,3.0
1273,546,2021-06-30,0,empty,0.0,,,,,,,,
1274,547,2021-07-01,0,empty,0.0,,,,,,,,
1275,2701,2021-07-01,-1,stockout,,1cc87ac43b83eca5d1661e93f190350e,227.0,Зерноуборочный комбайн John Deere T660 [339hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T660 [339hp],0.0
1276,2788,2021-07-02,2,stockin,,2913d83ea59bcf1836ff557edb59c350,14.0,Прицепные опрыскиватели John Deere M962,John Deere,SPR,Опрыскиватели,SPR-M962,2.0
1277,2699,2021-07-02,-1,stockout,,956d0bb06557758a972a42d0cf898ecf,50.0,Зерновые сеялки John Deere 455,John Deere,TL,Прицепное оборудование,TL-455,0.0
1278,548,2021-07-02,0,empty,0.0,,,,,,,,
1279,2716,2021-07-03,-1,stockout,,8547419394573371d7e4c3e73fbbb284,65.0,Почвообрабатывающая техника John Deere 2100,John Deere,TL,Прицепное оборудование,TL-2100,0.0
1280,2705,2021-07-03,-1,stockout,,2868bf4351882cf5ad196209596b2985,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см),1.0
1281,549,2021-07-03,0,empty,0.0,,,,,,,,
1282,2703,2021-07-04,-1,stockout,,5b66a0d7f73f33b7ab4221493df2dd60,101.0,Борона KUHN TDH 8210-28,KUHN,TL,Прицепное оборудование,TL-TDH 8210-28,0.0
1283,550,2021-07-04,0,empty,0.0,,,,,,,,
1284,551,2021-07-05,0,empty,0.0,,,,,,,,
1285,2718,2021-07-06,-1,stockout,,8d92f872a574061cce78d7367bac2cb7,178.0,Трактор John Deere 6155M [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6155M [155hp],0.0
1286,552,2021-07-06,0,empty,0.0,,,,,,,,
1287,2708,2021-07-07,-1,stockout,,19c984d08856a7ae7fb6f5f851c7762f,203.0,Трактор John Deere 9430T [439hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9430T [439hp],0.0
1288,2790,2021-07-07,2,stockin,,bbc09eb525f3cfee02120b16d9839eb5,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см),2.0
1289,553,2021-07-07,0,empty,0.0,,,,,,,,
1290,554,2021-07-08,0,empty,0.0,,,,,,,,
1291,2793,2021-07-08,1,stockin,,38feaceb696b43ed48e2057b7089c573,147.0,Разбрасыватель KUHN 8141,KUHN,TL,Прицепное оборудование,TL-8141,1.0
1292,2795,2021-07-08,1,stockin,,5ad611af0ceb981578aa552d09477a10,170.0,Трактор John Deere 6095B [95hp] (Tractor MFWD; APL),John Deere,TR,Тракторы,TR-6095B [95hp],1.0
1293,2720,2021-07-08,-1,stockout,,ed71d412d469109bfcb2d80a55ce7d01,52.0,Сеялки точного высева John Deere 1705,John Deere,TL,Прицепное оборудование,TL-1705,0.0
1294,2710,2021-07-08,-1,stockout,,cd8100e27fc21d75dfb8d0ac8e1cc287,16.0,Пресс-подборщик John Deere V451G,John Deere,TL,Прицепное оборудование,TL-V451G,3.0
1295,2714,2021-07-09,-2,stockout,,d6c60a80369420a45efa919a9d6eab53,219.0,Зерноуборочный комбайн John Deere S690 [551hp] (Combine rotary; Class IX),John Deere,HARV,Зерноуборочные комбайны,HARV-S690 [551hp],0.0
1296,555,2021-07-09,0,empty,0.0,,,,,,,,
1297,2632,2021-07-09,-1,stockout,,ed71d412d469109bfcb2d80a55ce7d01,52.0,Сеялки точного высева John Deere 1705,John Deere,TL,Прицепное оборудование,TL-1705,0.0
1298,2727,2021-07-10,-1,stockout,,a88df457d2e305c2420b65d698167444,40.0,Фронтальные навесные погрузчики John Deere 643R,John Deere,TL,Прицепное оборудование,TL-643R,0.0
1299,556,2021-07-10,0,empty,0.0,,,,,,,,
1300,557,2021-07-11,0,empty,0.0,,,,,,,,
1301,2797,2021-07-11,1,stockin,,1e33857cb6101a6409d0192dcd229936,147.0,Разбрасыватель KUHN 8141,KUHN,TL,Прицепное оборудование,TL-8141,1.0
1302,2722,2021-07-12,-1,stockout,,ee8d54ed51dd39f6da61ae9947e4351b,166.0,Трактор John Deere 7830 [205hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7830 [205hp],3.0
1303,558,2021-07-12,0,empty,0.0,,,,,,,,
1304,559,2021-07-13,0,empty,0.0,,,,,,,,
1305,2799,2021-07-14,1,stockin,,ba99276dd840484eecc4648866f63008,185.0,Трактор John Deere 7930 [220hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7930 [220hp],1.0
1306,560,2021-07-14,0,empty,0.0,,,,,,,,
1307,561,2021-07-15,0,empty,0.0,,,,,,,,
1308,2801,2021-07-16,1,stockin,,9fc629b7e29f3f9309b9599022f97079,163.0,Трактор John Deere 9560R [560hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9560R [560hp],1.0
1309,562,2021-07-16,0,empty,0.0,,,,,,,,
1310,2803,2021-07-17,1,stockin,,34badff50f40f7aceddecfae7fa08cda,38.0,Фронтальные навесные погрузчики John Deere H480,John Deere,TL,Прицепное оборудование,TL-H480,1.0
1311,2805,2021-07-17,1,stockin,,2305566fbed23ae40dace9efcbcd62e5,182.0,Трактор John Deere 6930 [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6930 [155hp],1.0
1312,2807,2021-07-17,1,stockin,,d7fc0ec7539ca7deb16aa42b95db9f1f,40.0,Фронтальные навесные погрузчики John Deere 643R,John Deere,TL,Прицепное оборудование,TL-643R,1.0
1313,2809,2021-07-17,2,stockin,,5927781c4900a807eb2d1e2a2f46f202,208.0,Трактор John Deere 9520RX [520hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9520RX [520hp],2.0
1314,563,2021-07-17,0,empty,0.0,,,,,,,,
1315,2641,2021-07-18,-1,stockout,,d6883b51454f094c8e226730ced27e02,192.0,Трактор John Deere 8330 [280hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8330 [280hp],0.0
1316,564,2021-07-18,0,empty,0.0,,,,,,,,
1317,2811,2021-07-19,1,stockin,,cf027f5b02c85fd513b88fd0b930872a,48.0,Пневматическая сеялка John Deere N500F ,John Deere,TL,Прицепное оборудование,TL-N500F ,1.0
1318,565,2021-07-19,0,empty,0.0,,,,,,,,
1319,2813,2021-07-20,2,stockin,,b1a65d9fef6f6bdc70e4d654f256fc5e,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430,2.0
1320,2816,2021-07-20,1,stockin,,a82370196b48b4a5ea5ee9ee9461fe28,105.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q,1.0
1321,566,2021-07-20,0,empty,0.0,,,,,,,,
1322,2820,2021-07-21,2,stockin,,c40748bba3722131fe5c44ddd6f5642d,108.0,Культиватор KUHN 	DMR 4855-13,KUHN,TL,Прицепное оборудование,TL-	DMR 4855-13,2.0
1323,2733,2021-07-21,-1,stockout,,d4ba04d70c80809063e93e1899ee9a84,162.0,Трактор John Deere 9530 [491hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9530 [491hp],1.0
1324,2731,2021-07-21,-1,stockout,,0c2986a6304a7bb96d0dd9cd5e23c291,74.0,Почвообрабатывающая техника John Deere 2230FH,John Deere,TL,Прицепное оборудование,TL-2230FH,0.0
1325,2818,2021-07-21,1,stockin,,91b17d0ba6aa016a1c43f49d0db9577c,117.0,Опрыскиватель KUHN 	STRONGER 3030,KUHN,SPR,Опрыскиватели,SPR-	STRONGER 3030,1.0
1326,567,2021-07-21,0,empty,0.0,,,,,,,,
1327,2729,2021-07-22,-2,stockout,,554d9a9431df1cbc12902ec3d31c3090,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430,0.0
1328,568,2021-07-22,0,empty,0.0,,,,,,,,
1329,2822,2021-07-22,1,stockin,,471046a187bcf885c8b69aeacd49e54a,35.0,Косилки-плющилки John Deere R990R,John Deere,TL,Прицепное оборудование,TL-R990R,1.0
1330,569,2021-07-23,0,empty,0.0,,,,,,,,
1331,570,2021-07-24,0,empty,0.0,,,,,,,,
1332,2736,2021-07-24,-2,stockout,,502496ba62c24ec31559a4bc510a5826,98.0,Борона KUHN TDH 8210-19,KUHN,TL,Прицепное оборудование,TL-TDH 8210-19,0.0
1333,2824,2021-07-25,1,stockin,,ff22f28c002f69a1e42f8f4e12117569,227.0,Зерноуборочный комбайн John Deere T660 [339hp] (Combine walker; Class VII),John Deere,HARV,Зерноуборочные комбайны,HARV-T660 [339hp],1.0
1334,2826,2021-07-25,1,stockin,,a4b7d00c170d17d12a0e25008d6f6b46,76.0,Почвообрабатывающая техника John Deere 200,John Deere,TL,Прицепное оборудование,TL-200,1.0
1335,571,2021-07-25,0,empty,0.0,,,,,,,,
1336,2828,2021-07-26,1,stockin,,1e33857cb6101a6409d0192dcd229936,147.0,Разбрасыватель KUHN 8141,KUHN,TL,Прицепное оборудование,TL-8141,1.0
1337,572,2021-07-26,0,empty,0.0,,,,,,,,
1338,2830,2021-07-27,1,stockin,,e04015d4825d1560ed72e1410d0c6295,145.0,Разбрасыватель KUHN 8124,KUHN,TL,Прицепное оборудование,TL-8124,1.0
1339,573,2021-07-27,0,empty,0.0,,,,,,,,
1340,574,2021-07-28,0,empty,0.0,,,,,,,,
1341,2659,2021-07-29,-1,stockout,,1a11e5d1cee17dc7d97f0291dc838549,104.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q,1.0
1342,575,2021-07-29,0,empty,0.0,,,,,,,,
1343,2738,2021-07-30,-1,stockout,,bec9c37e05e49f2c0ee05cabd958e682,57.0,Сеялки точного высева John Deere 1775NT,John Deere,TL,Прицепное оборудование,TL-1775NT,0.0
1344,2654,2021-07-30,-1,stockout,,5b66a0d7f73f33b7ab4221493df2dd60,101.0,Борона KUHN TDH 8210-28,KUHN,TL,Прицепное оборудование,TL-TDH 8210-28,0.0
1345,576,2021-07-30,0,empty,0.0,,,,,,,,
1346,577,2021-07-31,0,empty,0.0,,,,,,,,
1347,2832,2021-08-01,2,stockin,,6eb555f8979b191287ae15b1fdaf7a7e,208.0,Трактор John Deere 9520RX [520hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9520RX [520hp],2.0
1348,2740,2021-08-01,-1,stockout,,a82370196b48b4a5ea5ee9ee9461fe28,105.0,Борона KUHN TDH 8210-36Q,KUHN,TL,Прицепное оборудование,TL-TDH 8210-36Q,0.0
1349,578,2021-08-01,0,empty,0.0,,,,,,,,
1350,579,2021-08-02,0,empty,0.0,,,,,,,,
1351,2835,2021-08-03,3,stockin,,7eb9dddfac6383ee3b7bcd363ae1e9cc,184.0,Трактор John Deere 7830 [205hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7830 [205hp],3.0
1352,2665,2021-08-03,-1,stockout,,70bca5565f44935cbc4bb37b0b67339b,212.0,Зерноуборочный комбайн John Deere 9570 STS [265hp] (Combine rotary; Class V),John Deere,HARV,Зерноуборочные комбайны,HARV-9570 STS [265hp],0.0
1353,580,2021-08-03,0,empty,0.0,,,,,,,,
1354,2749,2021-08-03,-1,stockout,,8d92f872a574061cce78d7367bac2cb7,178.0,Трактор John Deere 6155M [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6155M [155hp],1.0
1355,2838,2021-08-03,3,stockin,,ebc464302d557159f41d3a97a2ad2d83,49.0,Пневматическая сеялка John Deere 1910,John Deere,TL,Прицепное оборудование,TL-1910,3.0
1356,2742,2021-08-04,-1,stockout,,2913d83ea59bcf1836ff557edb59c350,14.0,Прицепные опрыскиватели John Deere M962,John Deere,SPR,Опрыскиватели,SPR-M962,0.0
1357,2746,2021-08-04,-1,stockout,,38feaceb696b43ed48e2057b7089c573,147.0,Разбрасыватель KUHN 8141,KUHN,TL,Прицепное оборудование,TL-8141,1.0
1358,2752,2021-08-04,-4,stockout,,72407d828bb8aad0aae2930a9c5b11b6,202.0,Трактор John Deere 8370RT [370hp] (Tractor Track; CCH),John Deere,TR,Тракторы,TR-8370RT [370hp],0.0
1359,581,2021-08-04,0,empty,0.0,,,,,,,,
1360,2840,2021-08-04,2,stockin,,692d2ab3c26a533295d80fd0c439ac45,85.0,Самоходная косилка John Deere W150,John Deere,TL,Прицепное оборудование,TL-W150,2.0
1361,2744,2021-08-05,-1,stockout,,7498ca9cadd76225e98a7d76c64593d1,32.0,Косилки-плющилки John Deere 956,John Deere,TL,Прицепное оборудование,TL-956,0.0
1362,2754,2021-08-05,-1,stockout,,b01d64f405e3da12a5a23504e0fed15a,193.0,Трактор John Deere 8335R [335hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8335R [335hp],0.0
1363,582,2021-08-05,0,empty,0.0,,,,,,,,
1364,583,2021-08-06,0,empty,0.0,,,,,,,,
1365,2844,2021-08-06,1,stockin,,f70d0e606dfdc000a12b995dd993d86d,55.0,Сеялки точного высева John Deere 1755,John Deere,TL,Прицепное оборудование,TL-1755,1.0
1366,2842,2021-08-06,1,stockin,,b28dca87e7dbea769bc1e7803f8150a9,159.0,Трактор John Deere 9470R [470hp] (Tractor 4WD; Tractor 4WD),John Deere,TR,Тракторы,TR-9470R [470hp],1.0
1367,584,2021-08-07,0,empty,0.0,,,,,,,,
1368,585,2021-08-08,0,empty,0.0,,,,,,,,
1369,586,2021-08-09,0,empty,0.0,,,,,,,,
1370,2763,2021-08-10,-1,stockout,,471046a187bcf885c8b69aeacd49e54a,35.0,Косилки-плющилки John Deere R990R,John Deere,TL,Прицепное оборудование,TL-R990R,1.0
1371,2758,2021-08-10,-2,stockout,,2305566fbed23ae40dace9efcbcd62e5,182.0,Трактор John Deere 6930 [155hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-6930 [155hp],1.0
1372,587,2021-08-10,0,empty,0.0,,,,,,,,
1373,2848,2021-08-10,1,stockin,,bbc09eb525f3cfee02120b16d9839eb5,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см),1.0
1374,2846,2021-08-10,3,stockin,,4163f3a208c92d0dd39e79e7da0ce986,44.0,Пневматическая сеялка John Deere 730LL,John Deere,TL,Прицепное оборудование,TL-730LL,3.0
1375,588,2021-08-11,0,empty,0.0,,,,,,,,
1376,589,2021-08-12,0,empty,0.0,,,,,,,,
1377,2850,2021-08-12,2,stockin,,34badff50f40f7aceddecfae7fa08cda,38.0,Фронтальные навесные погрузчики John Deere H480,John Deere,TL,Прицепное оборудование,TL-H480,2.0
1378,2761,2021-08-13,-1,stockout,,b7999c37518f39d8b3422933c3f06af8,57.0,Сеялки точного высева John Deere 1775NT,John Deere,TL,Прицепное оборудование,TL-1775NT,0.0
1379,590,2021-08-13,0,empty,0.0,,,,,,,,
1380,2855,2021-08-14,1,stockin,,9a3e3fda0750a17718c723cdcf75dfba,124.0,Косилка-плющилка KUHN FC 3161 TC,KUHN,TL,Прицепное оборудование,TL-FC 3161 TC,1.0
1381,2853,2021-08-14,1,stockin,,51eec004891c309f16b9cc5588596bee,152.0,Разбрасыватель KUHN PSC 171,KUHN,TL,Прицепное оборудование,TL-PSC 171,1.0
1382,2559,2021-08-14,-2,stockout,,5ca8c3bca9da2278b6c6dfec1a2b3b3f,26.0,Пресс-подборщик John Deere S180,John Deere,TL,Прицепное оборудование,TL-S180,0.0
1383,591,2021-08-14,0,empty,0.0,,,,,,,,
1384,2756,2021-08-14,-1,stockout,,5927781c4900a807eb2d1e2a2f46f202,208.0,Трактор John Deere 9520RX [520hp] (Tractor Track; Tractor Track),John Deere,TR,Тракторы,TR-9520RX [520hp],0.0
1385,2766,2021-08-14,-1,stockout,,2868bf4351882cf5ad196209596b2985,63.0,Сеялки точного высева John Deere DB83 (междурядье 70 см),John Deere,TL,Прицепное оборудование,TL-DB83 (междурядье 70 см),0.0
1386,592,2021-08-15,0,empty,0.0,,,,,,,,
1387,2857,2021-08-15,1,stockin,,c09bbf5737c0a1ac069c82faa653193e,108.0,Культиватор KUHN 	DMR 4855-13,KUHN,TL,Прицепное оборудование,TL-	DMR 4855-13,1.0
1388,2859,2021-08-15,1,stockin,,381a597bf87b2eec8da87404472e3624,9.0,Прицепные опрыскиватели John Deere M724,John Deere,SPR,Опрыскиватели,SPR-M724,1.0
1389,593,2021-08-16,0,empty,0.0,,,,,,,,
1390,2861,2021-08-17,2,stockin,,158fe526c75a26de3f3f7b49cd879559,33.0,Косилки-плющилки John Deere R870R,John Deere,TL,Прицепное оборудование,TL-R870R,2.0
1391,594,2021-08-17,0,empty,0.0,,,,,,,,
1392,2863,2021-08-18,1,stockin,,b1a65d9fef6f6bdc70e4d654f256fc5e,68.0,Почвообрабатывающая техника John Deere 2430,John Deere,TL,Прицепное оборудование,TL-2430,1.0
1393,595,2021-08-18,0,empty,0.0,,,,,,,,
1394,2682,2021-08-19,-1,stockout,,7a79c5585d8209085504901f6009eba4,194.0,Трактор John Deere 8345R [345hp] (Tractor MFWD; CCH),John Deere,TR,Тракторы,TR-8345R [345hp],0.0
1395,596,2021-08-19,0,empty,0.0,,,,,,,,
1396,597,2021-08-20,0,empty,0.0,,,,,,,,
1397,2771,2021-08-20,-1,stockout,,4adeac1fb0836471fa549ce2ab5a0a0c,185.0,Трактор John Deere 7930 [220hp] (Tractor MFWD; CCM),John Deere,TR,Тракторы,TR-7930 [220hp],1.0
